cart_id,customer_id,product_id,cart_date,items_in_cart,cart_value,session_minutes,abandoned,traffic_source
9107,671,109,2024-07-22,3,46.69,28,0,Direct
9108,930,91,2024-07-24,2,300.06,53,1,Email
9109,740,398,2024-01-18,3,134.95,60,0,Email
9110,988,325,2024-09-08,3,57.92,10,0,Social
9111,648,18,2024-04-19,2,458.85,29,1,Direct
9112,208,34,2024-07-19,2,694.11,28,1,Email
9113,63,266,2024-09-25,1,642.93,11,1,Ads
9114,283,167,2024-08-20,4,641.42,20,0,Direct
9115,225,228,2024-08-13,4,68.95,55,1,Direct
9116,728,315,2024-05-31,1,463.24,45,0,Ads
9117,509,67,2024-04-09,1,193.79,8,0,Ads
9118,970,351,2024-10-12,5,942.17,8,0,Social
9119,177,216,2024-03-13,4,805.61,43,1,Social
9120,857,111,2024-02-12,2,974.13,28,1,Ads
9121,504,164,2024-02-01,3,103.69,25,1,Ads
9122,372,185,2024-05-25,2,165.45,16,0,Direct
9123,812,101,2024-02-19,3,278.76,57,1,Ads
9124,740,280,2024-05-08,5,1170.45,27,1,Ads
9125,966,233,2024-09-28,3,965.57,24,1,Direct
9126,228,92,2024-06-18,5,193.72,37,1,Email
9127,244,315,2024-10-21,3,730.0,52,1,Direct
9128,319,8,2024-05-25,2,189.61,10,0,Social
9129,174,358,2024-01-15,5,767.99,22,1,Social
9130,896,88,2024-04-15,1,789.41,7,0,Direct
9131,884,179,2024-05-25,3,1020.33,6,1,Email
9132,798,251,2024-09-22,5,111.92,9,0,Email
9133,555,399,2024-03-10,2,122.07,5,0,Ads
9134,444,88,2024-09-07,1,142.96,30,0,Direct
9135,998,103,2024-04-05,2,110.95,21,1,Direct
9136,82,330,2024-05-11,4,293.59,29,1,Email
9137,290,124,2024-08-26,4,898.73,31,0,Direct
9138,695,365,2024-04-26,1,516.25,56,1,Social
9139,489,2,2024-02-12,5,546.22,55,1,Direct
9140,962,141,2024-05-10,4,619.17,24,1,Ads
9141,216,51,2024-09-09,4,1080.26,53,1,Direct
9142,707,147,2024-02-26,2,656.38,40,1,Ads
9143,383,202,2024-04-01,4,86.27,50,1,Social
9144,95,4,2024-10-17,1,363.06,15,0,Email
9145,629,198,2024-05-17,5,465.35,39,1,Email
9146,127,218,2024-09-04,2,96.38,10,0,Direct
9147,432,24,2024-02-19,5,1083.15,45,1,Ads
9148,848,52,2024-03-13,2,72.76,60,0,Direct
9149,450,226,2024-11-07,3,463.17,43,1,Ads
9150,786,116,2024-08-03,1,107.83,37,0,Social
9151,51,70,2024-01-04,5,510.54,36,1,Ads
9152,627,187,2024-04-13,2,166.78,19,1,Ads
9153,344,70,2024-02-17,2,280.52,14,1,Direct
9154,355,228,2024-03-23,5,783.95,42,0,Ads
9155,231,360,2024-01-11,3,982.2,37,0,Ads
9156,292,384,2024-09-20,3,450.81,19,1,Direct
9157,245,29,2024-12-25,4,944.08,10,1,Direct
9158,260,370,2024-12-11,4,606.39,26,1,Ads
9159,650,173,2024-08-31,5,416.89,5,0,Direct
9160,759,196,2024-09-29,2,164.35,3,0,Ads
9161,311,143,2024-04-14,2,840.93,26,1,Social
9162,697,124,2024-01-31,1,750.09,26,1,Social
9163,303,13,2024-09-11,3,1161.68,23,1,Ads
9164,809,63,2024-10-01,4,974.96,35,0,Email
9165,328,233,2024-07-30,4,501.79,11,1,Ads
9166,139,321,2024-12-07,4,983.31,46,1,Direct
9167,125,200,2024-05-04,4,468.73,21,0,Direct
9168,890,161,2024-06-12,4,1072.42,3,0,Email
9169,370,170,2024-10-25,5,670.48,41,1,Direct
9170,237,6,2024-03-19,4,216.98,35,0,Direct
9171,71,229,2024-03-06,3,158.35,19,1,Direct
9172,195,174,2024-03-02,4,660.29,4,1,Email
9173,314,204,2024-04-30,4,559.0,11,0,Direct
9174,786,34,2024-11-01,1,965.81,33,1,Email
9175,238,157,2024-08-06,2,822.41,15,0,Email
9176,425,59,2024-08-08,2,710.37,49,1,Ads
9177,47,44,2024-03-08,4,41.71,50,1,Direct
9178,734,377,2024-10-01,3,260.67,17,0,Direct
9179,864,376,2024-01-31,2,68.63,47,1,Email
9180,294,61,2024-09-15,1,727.55,9,1,Ads
9181,180,106,2024-08-23,5,134.95,26,0,Social
9182,47,33,2024-01-22,4,93.48,10,0,Ads
9183,131,244,2024-01-15,3,881.53,42,0,Email
9184,341,343,2024-05-10,4,1145.69,18,0,Direct
9185,439,3,2024-05-12,4,948.51,38,1,Ads
9186,469,393,2024-09-26,3,744.46,3,1,Email
9187,638,292,2024-03-28,4,128.05,22,1,Social
9188,608,77,2024-02-14,5,80.01,57,1,Direct
9189,280,21,2024-07-11,4,978.65,53,0,Email
9190,737,241,2024-06-19,5,1163.4,7,1,Email
9191,837,164,2024-01-18,4,277.01,25,1,Ads
9192,746,153,2024-02-10,3,16.35,18,0,Ads
9193,63,259,2024-10-11,2,366.29,28,1,Direct
9194,757,92,2024-09-02,1,796.97,10,0,Ads
9195,232,126,2024-05-12,1,370.46,32,1,Direct
9196,388,34,2024-08-03,3,399.17,3,1,Ads
9197,365,20,2024-05-30,3,74.12,34,0,Social
9198,754,128,2024-06-11,4,51.71,38,1,Direct
9199,165,108,2024-08-06,1,958.31,43,0,Social
9200,922,148,2024-12-20,3,357.08,15,1,Direct
9201,157,65,2024-06-07,3,538.5,18,0,Email
9202,785,190,2024-01-28,1,878.06,59,1,Ads
9203,254,284,2024-10-14,2,1181.58,42,1,Ads
9204,874,287,2024-02-22,4,488.7,60,0,Social
9205,567,117,2024-06-16,2,1169.74,27,0,Direct
9206,365,103,2024-04-21,2,1086.38,5,1,Email
9207,194,35,2024-08-24,3,618.37,60,0,Social
9208,834,180,2024-09-01,1,160.32,7,1,Ads
9209,1000,98,2024-07-03,3,796.24,7,0,Social
9210,576,49,2024-03-12,4,489.96,44,0,Ads
9211,728,177,2024-02-28,4,1012.95,31,1,Email
9212,749,271,2024-09-11,4,411.58,26,0,Email
9213,978,153,2024-02-16,3,82.09,31,0,Direct
9214,251,239,2024-11-26,1,839.12,8,0,Direct
9215,140,149,2024-06-27,3,1096.11,45,1,Email
9216,925,324,2024-03-09,5,366.87,30,1,Social
9217,77,322,2024-01-16,1,651.36,22,0,Direct
9218,548,36,2024-07-24,2,540.98,29,0,Direct
9219,887,170,2024-10-30,2,925.5,4,0,Direct
9220,481,229,2024-08-01,3,1185.75,30,1,Ads
9221,135,158,2024-11-09,3,403.55,47,0,Ads
9222,522,324,2024-01-04,4,73.07,48,1,Social
9223,496,11,2024-08-21,2,684.11,56,1,Social
9224,203,349,2024-01-26,3,74.74,31,1,Direct
9225,741,328,2024-11-27,3,1148.29,6,1,Social
9226,358,168,2024-07-28,5,405.67,31,1,Direct
9227,495,292,2024-05-17,2,1128.13,39,1,Direct
9228,853,83,2024-08-27,5,901.08,27,1,Direct
9229,585,302,2024-12-11,5,1121.84,34,1,Email
9230,378,308,2024-09-26,5,1060.97,44,1,Email
9231,647,132,2024-03-21,3,339.2,57,1,Direct
9232,777,279,2024-04-04,4,113.11,12,0,Ads
9233,253,345,2024-05-14,3,174.32,32,0,Email
9234,886,61,2024-10-19,5,775.55,21,1,Direct
9235,937,191,2024-02-08,1,691.21,25,1,Email
9236,545,283,2024-11-13,4,749.08,16,1,Ads
9237,348,250,2024-01-05,4,1050.27,43,1,Direct
9238,777,85,2024-09-26,5,778.4,49,0,Email
9239,654,314,2024-06-15,3,180.25,32,0,Email
9240,620,119,2024-01-18,1,1187.29,23,1,Direct
9241,204,319,2024-02-20,5,995.8,42,1,Direct
9242,480,77,2024-09-07,4,861.5,15,0,Direct
9243,599,46,2024-03-04,1,270.29,56,1,Email
9244,502,251,2024-07-01,4,891.58,5,0,Social
9245,436,357,2024-01-17,5,791.7,20,0,Ads
9246,466,363,2024-12-23,3,939.47,9,0,Ads
9247,607,279,2024-06-27,4,1133.26,13,0,Email
9248,415,350,2024-04-12,4,1035.4,40,0,Social
9249,212,258,2024-06-01,3,703.98,25,1,Social
9250,468,85,2024-04-06,3,1042.84,1,1,Social
9251,265,295,2024-09-11,2,707.11,42,0,Direct
9252,749,341,2024-01-07,5,1151.52,1,0,Social
9253,638,373,2024-11-02,4,500.56,36,1,Ads
9254,47,166,2024-04-15,1,706.77,53,1,Social
9255,646,363,2024-09-01,4,312.1,31,0,Email
9256,370,160,2024-04-18,2,180.13,34,1,Email
9257,642,210,2024-01-25,1,69.73,2,1,Email
9258,352,222,2024-02-05,1,694.98,36,0,Social
9259,736,283,2024-07-21,4,589.34,4,0,Ads
9260,909,250,2024-10-03,4,203.91,7,1,Ads
9261,103,389,2024-03-14,4,178.31,36,1,Ads
9262,834,168,2024-06-28,5,1056.45,28,0,Direct
9263,325,17,2024-01-21,2,397.48,7,0,Email
9264,624,281,2024-03-04,4,362.44,60,0,Email
9265,192,335,2024-12-22,5,420.69,36,0,Ads
9266,744,165,2024-05-23,4,70.44,2,1,Ads
9267,998,101,2024-05-23,4,364.75,23,0,Direct
9268,464,400,2024-10-31,2,672.47,24,0,Ads
9269,856,264,2024-05-26,2,845.09,17,1,Email
9270,250,131,2024-03-10,2,704.55,47,1,Direct
9271,265,66,2024-05-27,2,364.33,51,1,Social
9272,83,172,2024-09-29,4,968.37,30,1,Direct
9273,199,359,2024-07-26,3,705.81,51,1,Email
9274,595,246,2024-04-21,1,985.03,14,1,Ads
9275,279,216,2024-10-22,2,529.91,19,1,Direct
9276,846,145,2024-02-16,3,445.99,37,1,Email
9277,410,99,2024-05-05,3,930.89,41,0,Email
9278,147,300,2024-02-26,4,482.91,2,1,Email
9279,327,339,2024-04-25,4,385.7,35,0,Ads
9280,708,67,2024-10-30,3,988.56,44,1,Ads
9281,354,9,2024-01-11,1,666.7,4,1,Social
9282,809,158,2024-02-08,1,256.73,26,1,Ads
9283,745,355,2024-05-05,1,868.24,5,1,Direct
9284,545,209,2024-07-22,3,797.52,44,0,Ads
9285,313,260,2024-03-05,2,922.89,34,0,Email
9286,741,234,2024-04-01,5,499.46,48,0,Social
9287,736,199,2024-11-15,5,709.01,24,1,Ads
9288,72,329,2024-08-27,4,173.21,60,0,Direct
9289,561,115,2024-12-23,4,782.76,44,0,Ads
9290,483,392,2024-02-13,2,322.43,51,1,Social
9291,248,265,2024-11-20,1,278.5,8,0,Ads
9292,465,389,2024-07-04,4,1106.6,3,0,Email
9293,654,58,2024-05-13,1,589.33,26,1,Email
9294,753,219,2024-07-30,3,307.76,42,1,Ads
9295,117,330,2024-02-01,4,1032.27,38,0,Social
9296,264,326,2024-02-08,2,668.97,32,1,Ads
9297,645,346,2024-06-12,3,188.49,29,0,Email
9298,978,76,2024-12-26,1,48.28,10,0,Direct
9299,962,36,2024-12-18,4,628.49,12,0,Direct
9300,444,158,2024-10-11,2,636.51,11,0,Email
9301,589,4,2024-04-23,2,407.59,42,0,Ads
9302,217,234,2024-01-12,2,210.07,30,0,Social
9303,78,17,2024-10-18,5,136.42,12,0,Direct
9304,835,301,2024-03-10,1,889.38,52,1,Email
9305,470,46,2024-04-03,5,487.01,29,0,Direct
9306,758,7,2024-06-19,5,813.82,12,0,Social
9307,4,64,2024-08-27,5,1154.53,2,1,Direct
9308,866,265,2024-08-23,3,674.51,36,1,Social
9309,336,236,2024-05-02,4,315.33,30,1,Direct
9310,328,137,2024-01-20,5,58.64,54,0,Ads
9311,231,117,2024-02-09,2,1016.59,48,1,Direct
9312,102,222,2024-10-05,2,1038.29,14,1,Social
9313,169,49,2024-10-07,3,677.19,56,0,Email
9314,995,271,2024-01-23,5,957.02,6,0,Direct
9315,406,119,2024-04-29,5,728.51,12,1,Ads
9316,737,321,2024-08-21,4,1192.22,18,0,Social
9317,610,243,2024-08-12,3,157.06,55,0,Email
9318,447,51,2024-01-06,3,385.59,49,1,Ads
9319,335,395,2024-07-27,4,1160.55,12,0,Social
9320,117,266,2024-11-02,5,1191.24,21,1,Email
9321,809,342,2024-01-30,3,780.4,22,0,Email
9322,503,5,2024-02-11,5,315.04,16,0,Direct
9323,956,202,2024-07-13,1,636.69,2,0,Direct
9324,545,356,2024-03-24,3,398.97,48,1,Ads
9325,795,317,2024-07-29,1,1057.97,48,0,Ads
9326,969,256,2024-08-09,4,708.02,43,0,Ads
9327,204,52,2024-07-02,4,412.05,50,1,Direct
9328,914,193,2024-10-02,2,862.34,49,0,Direct
9329,586,48,2024-08-12,1,746.66,29,1,Ads
9330,13,319,2024-02-27,5,837.15,10,0,Direct
9331,501,216,2024-12-15,2,105.51,26,1,Direct
9332,911,294,2024-12-08,2,1113.1,42,1,Email
9333,32,150,2024-11-11,3,1017.61,47,0,Social
9334,866,166,2024-02-27,2,729.7,46,1,Social
9335,519,382,2024-09-10,3,771.51,58,1,Email
9336,529,345,2024-05-09,2,611.66,28,1,Ads
9337,54,218,2024-04-22,1,116.79,34,1,Email
9338,42,15,2024-04-16,1,958.18,56,1,Social
9339,676,342,2024-01-24,2,750.0,57,0,Direct
9340,873,55,2024-04-11,4,1143.06,5,1,Social
9341,661,216,2024-07-27,4,365.02,9,1,Ads
9342,906,177,2024-10-06,4,1188.85,51,0,Social
9343,632,78,2024-05-04,1,118.73,34,1,Email
9344,80,125,2024-06-12,3,903.92,22,0,Email
9345,395,34,2024-10-06,4,827.9,38,1,Social
9346,597,298,2024-11-07,3,984.25,15,0,Email
9347,33,398,2024-06-30,2,914.88,5,1,Email
9348,219,269,2024-07-27,3,532.64,11,1,Direct
9349,610,22,2024-12-22,4,785.64,20,0,Email
9350,66,215,2024-12-04,5,992.78,2,1,Ads
9351,70,17,2024-05-15,4,309.06,47,0,Email
9352,381,346,2024-04-12,1,214.1,39,0,Email
9353,844,313,2024-05-15,4,30.91,29,0,Email
9354,845,141,2024-05-31,2,929.13,37,1,Social
9355,596,25,2024-06-21,2,457.97,2,0,Email
9356,850,214,2024-12-31,1,525.12,52,0,Direct
9357,209,219,2024-02-02,5,499.56,36,0,Ads
9358,368,209,2024-05-26,5,105.01,52,1,Direct
9359,800,387,2024-03-05,3,1138.66,11,0,Email
9360,706,102,2024-01-27,3,665.16,25,0,Email
9361,13,390,2024-10-26,1,756.1,23,1,Direct
9362,226,27,2024-07-23,5,814.59,40,0,Email
9363,883,130,2024-09-02,1,212.76,48,0,Email
9364,101,31,2024-04-05,4,385.93,58,1,Direct
9365,281,346,2024-03-10,2,960.98,5,1,Social
9366,586,303,2024-01-08,1,545.25,12,0,Email
9367,57,88,2024-01-18,2,959.66,57,1,Direct
9368,759,296,2024-03-21,2,138.15,21,0,Ads
9369,772,371,2024-12-09,5,1111.56,59,1,Direct
9370,872,325,2024-01-31,1,979.49,2,1,Social
9371,383,129,2024-10-22,1,1134.0,52,0,Social
9372,546,347,2024-07-28,1,286.57,3,0,Email
9373,957,121,2024-11-26,2,879.23,13,1,Direct
9374,607,172,2024-05-10,4,979.04,22,1,Social
9375,298,221,2024-11-07,5,939.26,10,0,Social
9376,70,22,2024-03-14,5,1145.95,8,1,Social
9377,978,307,2024-05-01,5,898.42,14,0,Direct
9378,492,131,2024-08-24,3,402.71,43,1,Email
9379,453,85,2024-12-31,4,740.34,54,1,Ads
9380,263,334,2024-12-22,2,351.88,7,1,Email
9381,334,276,2024-08-21,3,1046.46,55,1,Ads
9382,714,288,2024-10-22,1,304.61,58,1,Ads
9383,443,150,2024-11-29,4,1074.66,47,1,Social
9384,138,151,2024-12-13,2,552.19,50,1,Social
9385,827,353,2024-01-22,4,80.7,16,1,Ads
9386,176,142,2024-01-04,4,348.96,34,0,Direct
9387,173,242,2024-01-16,5,87.54,52,1,Email
9388,141,79,2024-05-28,2,837.15,39,1,Email
9389,183,9,2024-06-15,5,954.18,29,1,Direct
9390,615,67,2024-12-07,5,56.53,23,1,Email
9391,654,291,2024-12-07,4,143.5,42,1,Direct
9392,83,175,2024-03-24,4,882.48,27,1,Direct
9393,336,12,2024-03-26,4,820.52,13,0,Ads
9394,605,120,2024-11-09,4,624.71,48,0,Social
9395,907,297,2024-05-16,3,817.26,40,0,Direct
9396,988,125,2024-10-22,5,957.63,18,0,Direct
9397,184,351,2024-02-15,5,440.65,10,1,Ads
9398,56,6,2024-09-05,1,140.63,35,0,Social
9399,976,354,2024-01-16,1,879.11,17,1,Social
9400,150,302,2024-12-17,3,119.66,22,0,Email
9401,384,189,2024-01-26,2,345.05,14,1,Social
9402,510,264,2024-08-03,5,68.6,19,0,Ads
9403,134,67,2024-12-09,5,1096.03,53,0,Ads
9404,520,192,2024-06-07,4,796.02,23,0,Social
9405,881,106,2024-04-02,1,728.88,26,1,Direct
9406,654,180,2024-01-27,1,943.53,31,1,Ads
9407,254,317,2024-03-30,3,590.07,8,0,Email
9408,183,128,2024-02-27,1,483.92,52,0,Email
9409,453,145,2024-07-30,3,70.48,45,0,Email
9410,283,70,2024-11-14,3,831.09,55,0,Ads
9411,279,314,2024-02-05,1,246.57,6,0,Email
9412,339,315,2024-03-12,4,756.23,47,1,Email
9413,204,368,2024-01-18,4,1059.49,57,1,Email
9414,310,268,2024-11-15,1,557.4,8,0,Direct
9415,482,151,2024-01-19,3,662.55,48,1,Social
9416,487,138,2024-02-01,1,1111.64,51,1,Direct
9417,826,78,2024-03-26,5,1001.13,42,0,Social
9418,25,286,2024-08-19,2,793.91,60,1,Email
9419,642,254,2024-06-01,5,418.62,20,1,Ads
9420,738,300,2024-06-19,4,196.38,13,0,Social
9421,530,245,2024-08-16,3,986.55,20,1,Social
9422,142,396,2024-05-06,2,941.81,53,1,Social
9423,891,241,2024-08-14,2,80.16,38,1,Social
9424,149,365,2024-05-05,2,701.11,18,1,Ads
9425,152,89,2024-02-07,2,562.75,47,0,Social
9426,335,232,2024-11-11,4,1175.24,48,1,Direct
9427,380,97,2024-12-22,5,826.17,22,1,Ads
9428,794,149,2024-05-12,3,743.67,49,0,Direct
9429,138,71,2024-12-07,2,82.36,58,0,Ads
9430,162,322,2024-02-28,3,866.29,18,1,Social
9431,671,367,2024-06-30,5,99.4,18,0,Ads
9432,40,222,2024-04-06,1,648.66,14,0,Social
9433,923,359,2024-04-27,1,670.88,37,0,Email
9434,312,175,2024-02-28,2,618.16,17,0,Social
9435,677,327,2024-06-20,2,771.13,22,1,Social
9436,156,348,2024-03-15,3,397.35,1,0,Social
9437,30,382,2024-07-22,4,137.13,50,1,Direct
9438,447,282,2024-06-22,4,180.36,28,0,Ads
9439,427,349,2024-10-20,4,265.47,43,0,Direct
9440,811,388,2024-02-14,5,593.5,39,0,Social
9441,532,278,2024-01-31,4,785.83,5,1,Email
9442,563,281,2024-12-01,5,1002.77,51,1,Email
9443,895,113,2024-01-22,3,1098.33,15,1,Ads
9444,530,205,2024-09-26,1,798.69,21,0,Direct
9445,958,320,2024-06-13,4,55.68,10,1,Email
9446,32,200,2024-03-01,5,940.14,33,0,Ads
9447,74,36,2024-12-06,2,1059.16,27,1,Ads
9448,233,325,2024-11-02,5,522.16,55,1,Email
9449,628,225,2024-05-29,5,1075.62,27,1,Direct
9450,753,143,2024-01-27,2,51.61,30,1,Ads
9451,646,114,2024-09-27,3,36.73,45,0,Social
9452,93,241,2024-08-17,4,107.04,4,0,Social
9453,402,392,2024-12-23,2,1097.35,21,0,Direct
9454,188,307,2024-03-01,5,534.49,43,1,Direct
9455,515,327,2024-08-06,3,950.79,60,0,Ads
9456,258,129,2024-05-10,1,1011.63,43,1,Email
9457,334,41,2024-07-28,2,389.23,57,0,Direct
9458,637,312,2024-08-03,2,624.23,37,1,Ads
9459,735,182,2024-01-04,5,287.2,20,1,Ads
9460,545,370,2024-06-30,2,893.82,19,1,Email
9461,269,76,2024-06-23,5,935.44,16,1,Direct
9462,522,328,2024-05-04,5,1122.75,10,0,Email
9463,869,182,2024-04-11,3,400.23,2,1,Email
9464,926,365,2024-12-30,3,624.43,17,1,Social
9465,395,374,2024-01-17,1,432.11,41,0,Ads
9466,545,26,2024-11-19,5,965.52,35,1,Social
9467,790,239,2024-10-11,2,1058.6,46,1,Ads
9468,898,124,2024-06-01,1,1071.41,27,0,Social
9469,988,172,2024-04-13,2,841.12,9,0,Direct
9470,227,301,2024-09-30,3,473.26,14,1,Email
9471,171,31,2024-07-29,4,513.04,11,0,Email
9472,908,190,2024-03-04,5,281.33,18,1,Ads
9473,924,119,2024-03-07,2,481.69,6,0,Email
9474,785,313,2024-04-18,1,255.85,12,1,Ads
9475,898,21,2024-05-01,3,1034.4,10,1,Direct
9476,487,204,2024-03-17,5,862.64,49,1,Social
9477,394,128,2024-04-15,1,531.3,22,0,Ads
9478,764,209,2024-11-27,3,157.53,52,1,Social
9479,327,177,2024-11-24,4,135.08,13,0,Social
9480,844,125,2024-02-15,2,416.09,44,0,Ads
9481,593,177,2024-10-15,1,333.95,40,0,Social
9482,636,255,2024-09-11,2,755.26,36,1,Ads
9483,388,189,2024-07-01,4,298.7,40,0,Social
9484,373,41,2024-09-14,5,990.55,43,0,Email
9485,397,343,2024-11-12,2,532.11,32,0,Ads
9486,996,168,2024-12-12,4,64.19,20,0,Ads
9487,116,237,2024-11-24,1,120.69,33,0,Direct
9488,236,224,2024-12-14,1,202.02,51,0,Ads
9489,219,386,2024-09-04,4,915.54,49,0,Email
9490,848,23,2024-10-14,1,1062.74,20,1,Email
9491,381,253,2024-08-03,2,803.67,18,0,Direct
9492,698,137,2024-01-04,1,1012.52,27,0,Email
9493,746,85,2024-12-05,5,329.43,10,1,Direct
9494,461,11,2024-07-25,2,1025.53,51,0,Social
9495,527,134,2024-04-22,1,687.49,29,1,Direct
9496,228,220,2024-12-23,3,75.83,7,0,Ads
9497,270,95,2024-11-23,5,423.41,30,1,Social
9498,114,2,2024-04-05,3,127.58,23,0,Ads
9499,699,269,2024-01-04,4,188.5,18,1,Direct
9500,450,83,2024-02-06,1,285.46,47,1,Email
9501,878,149,2024-01-25,3,59.68,54,0,Ads
9502,808,207,2024-03-25,4,440.06,1,0,Social
9503,5,62,2024-05-17,3,477.57,47,1,Social
9504,91,363,2024-09-19,4,621.71,33,1,Ads
9505,701,131,2024-04-11,4,839.89,46,1,Social
9506,359,78,2024-10-23,4,1049.94,39,1,Social
9507,119,72,2024-12-13,4,958.4,22,0,Social
9508,741,283,2024-09-26,1,1145.99,36,0,Ads
9509,211,385,2024-09-20,5,658.11,28,1,Direct
9510,283,123,2024-05-16,5,306.88,57,0,Direct
9511,450,320,2024-02-13,5,571.2,8,1,Social
9512,311,259,2024-05-27,5,1189.31,17,0,Social
9513,390,163,2024-09-12,2,98.64,9,0,Direct
9514,681,283,2024-08-26,3,41.2,21,0,Direct
9515,800,292,2024-12-12,4,934.69,10,1,Direct
9516,587,102,2024-03-30,5,116.75,13,1,Social
9517,470,277,2024-11-03,2,1111.93,30,0,Ads
9518,202,50,2024-08-20,1,926.61,9,0,Ads
9519,976,85,2024-06-06,3,1058.75,25,1,Direct
9520,543,20,2024-11-26,2,974.46,47,1,Direct
9521,31,91,2024-06-02,5,492.16,42,1,Direct
9522,424,84,2024-08-13,4,545.3,40,0,Email
9523,315,390,2024-08-11,1,302.77,1,1,Ads
9524,643,158,2024-05-10,2,994.0,29,1,Direct
9525,530,353,2024-02-03,2,419.84,34,1,Ads
9526,699,301,2024-12-26,5,909.53,38,0,Email
9527,500,12,2024-09-01,1,719.77,4,0,Direct
9528,193,400,2024-04-08,4,1108.75,58,0,Direct
9529,735,22,2024-03-22,3,942.76,7,0,Email
9530,903,317,2024-03-10,5,375.42,33,0,Social
9531,826,37,2024-11-19,3,611.16,37,1,Direct
9532,761,293,2024-08-29,2,410.42,26,1,Social
9533,986,383,2024-09-09,1,45.46,45,0,Ads
9534,251,249,2024-04-27,5,553.58,59,0,Email
9535,123,252,2024-03-01,2,1045.33,27,1,Social
9536,817,53,2024-06-30,5,411.71,32,0,Email
9537,889,1,2024-10-16,4,478.94,37,1,Direct
9538,822,388,2024-01-04,4,76.25,48,1,Email
9539,703,319,2024-01-10,2,310.86,6,1,Social
9540,101,108,2024-09-14,2,685.08,26,1,Email
9541,705,312,2024-02-13,3,535.01,30,1,Direct
9542,733,3,2024-02-28,3,839.19,45,0,Email
9543,764,45,2024-02-18,2,1139.46,23,0,Social
9544,635,9,2024-11-28,2,432.32,36,1,Email
9545,539,125,2024-02-22,3,504.44,29,1,Email
9546,169,379,2024-12-05,1,342.9,6,1,Social
9547,392,345,2024-12-11,4,869.43,14,1,Ads
9548,688,225,2024-09-02,5,1079.65,13,0,Ads
9549,245,243,2024-01-09,2,368.29,10,1,Ads
9550,612,371,2024-04-03,3,237.69,33,1,Direct
9551,480,296,2024-03-17,4,809.95,9,1,Email
9552,475,331,2024-04-25,2,455.43,29,1,Social
9553,79,65,2024-10-06,3,442.29,16,1,Social
9554,90,248,2024-03-22,1,151.32,40,0,Direct
9555,11,18,2024-11-29,4,897.15,57,0,Ads
9556,247,209,2024-10-12,5,305.65,10,0,Email
9557,438,186,2024-02-15,5,996.59,27,0,Social
9558,142,322,2024-09-16,2,559.0,26,1,Direct
9559,242,68,2024-03-30,2,690.01,42,1,Ads
9560,597,103,2024-12-21,2,345.65,3,1,Email
9561,839,255,2024-02-09,4,428.61,59,1,Ads
9562,237,361,2024-11-13,1,1019.41,47,1,Email
9563,720,96,2024-09-16,5,234.09,46,0,Ads
9564,145,266,2024-11-28,3,540.21,46,0,Social
9565,57,291,2024-10-25,5,331.86,9,1,Email
9566,835,392,2024-07-15,5,464.6,12,1,Email
9567,764,348,2024-07-27,3,16.31,43,1,Ads
9568,260,291,2024-09-28,1,659.75,37,1,Ads
9569,932,27,2024-10-14,1,873.48,36,1,Ads
9570,994,13,2024-10-31,5,951.79,39,1,Direct
9571,34,23,2024-11-05,2,141.67,25,0,Social
9572,514,228,2024-03-09,1,1076.06,15,1,Email
9573,535,302,2024-09-08,4,620.77,34,1,Ads
9574,537,296,2024-08-26,2,109.88,28,0,Direct
9575,653,117,2024-03-10,3,827.5,9,1,Email
9576,655,157,2024-12-08,3,421.64,7,1,Email
9577,778,161,2024-09-10,1,963.11,16,1,Ads
9578,67,256,2024-10-06,1,359.35,40,0,Email
9579,234,280,2024-11-12,5,647.68,43,1,Social
9580,940,94,2024-09-16,1,462.97,49,0,Social
9581,574,73,2024-08-03,5,1114.78,41,0,Ads
9582,495,113,2024-05-15,4,181.25,9,1,Social
9583,839,120,2024-02-27,2,967.28,30,0,Social
9584,871,243,2024-06-17,1,114.98,42,0,Ads
9585,123,243,2024-08-19,2,950.67,28,1,Direct
9586,710,88,2024-08-07,5,528.47,57,0,Ads
9587,579,200,2024-12-31,1,817.87,57,1,Ads
9588,834,279,2024-05-26,4,817.38,3,0,Email
9589,433,122,2024-01-23,5,837.99,19,1,Email
9590,634,116,2024-07-08,1,497.28,26,1,Direct
9591,334,17,2024-05-15,1,563.95,2,0,Email
9592,701,23,2024-09-20,5,641.35,54,1,Ads
9593,489,226,2024-11-30,4,509.05,16,1,Direct
9594,783,190,2024-09-03,2,933.21,39,1,Ads
9595,964,391,2024-07-30,3,983.87,30,1,Email
9596,455,79,2024-04-15,1,122.8,6,1,Social
9597,67,311,2024-02-29,3,595.71,22,1,Direct
9598,547,199,2024-04-07,1,1137.27,26,1,Social
9599,323,225,2024-12-29,3,196.3,5,0,Social
9600,612,25,2024-05-31,4,317.98,38,0,Direct
9601,131,62,2024-10-24,5,914.26,23,1,Email
9602,977,299,2024-08-28,1,900.69,54,1,Direct
9603,688,30,2024-01-25,3,139.83,2,1,Email
9604,563,57,2024-12-02,2,1007.58,34,1,Direct
9605,543,150,2024-10-24,1,936.58,53,1,Email
9606,255,136,2024-03-11,3,300.26,55,1,Email
9607,836,79,2024-02-07,1,510.97,33,1,Direct
9608,223,61,2024-11-25,4,124.13,27,1,Direct
9609,344,43,2024-03-01,3,215.41,22,1,Direct
9610,285,180,2024-09-12,1,995.11,40,0,Ads
